GEOID;tract;county;total_pop;total_hhunits
04013817102;Census Tract 8171.02; Maricopa County;4234;1471
04013817103;Census Tract 8171.03; Maricopa County;5761;1917
04013817200;Census Tract 8172; Maricopa County;8289;2700
04013817300;Census Tract 8173; Maricopa County;5269;3854
04013817400;Census Tract 8174; Maricopa County;2802;2108
04013817500;Census Tract 8175; Maricopa County;2779;2161
04013817600;Census Tract 8176; Maricopa County;4445;1647
04013940700;Census Tract 9407; Maricopa County;34;23
04013941000;Census Tract 9410; Maricopa County;3086;780
04013941100;Census Tract 9411; Maricopa County;31;20
04013941200;Census Tract 9412; Maricopa County;1057;324
04013941300;Census Tract 9413; Maricopa County;6943;2621
04013980100;Census Tract 9801; Maricopa County;0;0
04013980400;Census Tract 9804; Maricopa County;8;0
04013980500;Census Tract 9805; Maricopa County;0;0
04013980700;Census Tract 9807; Maricopa County;0;0
04013980900;Census Tract 9809; Maricopa County;301;63
04013981000;Census Tract 9810; Maricopa County;402;0
04019000100;Census Tract 1; Pima County;806;720
04019000200;Census Tract 2; Pima County;4426;2531
04019000300;Census Tract 3; Pima County;1365;812
04019000401;Census Tract 4.01; Pima County;2138;1323
04019000402;Census Tract 4.02; Pima County;1236;791
04019000501;Census Tract 5.01; Pima County;3480;954
04019000502;Census Tract 5.02; Pima County;8602;871
04019000600;Census Tract 6; Pima County;4624;2411
04019000700;Census Tract 7; Pima County;5381;2614
04019000800;Census Tract 8; Pima County;1742;908
04019001100;Census Tract 11; Pima County;2894;1228
04019001200;Census Tract 12; Pima County;3544;1429
04019001302;Census Tract 13.02; Pima County;1945;1218
04019001303;Census Tract 13.03; Pima County;2941;1595
04019001304;Census Tract 13.04; Pima County;5420;2808
04019001400;Census Tract 14; Pima County;5820;3300
04019001500;Census Tract 15; Pima County;5408;2445
04019001600;Census Tract 16; Pima County;3179;2039
04019001700;Census Tract 17; Pima County;2849;1596
04019001801;Census Tract 18.01; Pima County;4728;3086
04019001802;Census Tract 18.02; Pima County;2580;1655
04019001900;Census Tract 19; Pima County;3584;1994
04019002000;Census Tract 20; Pima County;6428;2836
04019002100;Census Tract 21; Pima County;6305;2189
04019002201;Census Tract 22.01; Pima County;3179;1371
04019002202;Census Tract 22.02; Pima County;3299;1351
04019002300;Census Tract 23; Pima County;4726;1824
04019002400;Census Tract 24; Pima County;5359;2105
04019002503;Census Tract 25.03; Pima County;3835;1711
04019002504;Census Tract 25.04; Pima County;6608;2569
04019002505;Census Tract 25.05; Pima County;6096;2431
04019002507;Census Tract 25.07; Pima County;2922;1253
04019002508;Census Tract 25.08; Pima County;5372;1984
04019002509;Census Tract 25.09; Pima County;4708;1890
04019002602;Census Tract 26.02; Pima County;4844;3026
04019002603;Census Tract 26.03; Pima County;3189;1516
04019002604;Census Tract 26.04; Pima County;3919;2132
04019002702;Census Tract 27.02; Pima County;5193;3000
04019002703;Census Tract 27.03; Pima County;3703;2285
04019002704;Census Tract 27.04; Pima County;2538;1257
04019002801;Census Tract 28.01; Pima County;1920;1131
04019002802;Census Tract 28.02; Pima County;4227;2352
04019002803;Census Tract 28.03; Pima County;2562;1293
04019002901;Census Tract 29.01; Pima County;5932;3179
04019002904;Census Tract 29.04; Pima County;3268;1845
04019002905;Census Tract 29.05; Pima County;4030;2535
04019002906;Census Tract 29.06; Pima County;2344;1529
04019003002;Census Tract 30.02; Pima County;4557;2390
04019003003;Census Tract 30.03; Pima County;3743;2400
04019003004;Census Tract 30.04; Pima County;1598;850
04019003102;Census Tract 31.02; Pima County;3873;2157
04019003103;Census Tract 31.03; Pima County;2485;1761
04019003104;Census Tract 31.04; Pima County;2847;1601
04019003201;Census Tract 32.01; Pima County;2937;1289
04019003202;Census Tract 32.02; Pima County;2831;1781
04019003302;Census Tract 33.02; Pima County;4009;1778
04019003303;Census Tract 33.03; Pima County;4097;2099
04019003304;Census Tract 33.04; Pima County;3280;1969
04019003400;Census Tract 34; Pima County;6217;2552
04019003502;Census Tract 35.02; Pima County;3928;1895
04019003503;Census Tract 35.03; Pima County;4513;1808
04019003504;Census Tract 35.04; Pima County;2808;1094
04019003505;Census Tract 35.05; Pima County;5029;2034
04019003506;Census Tract 35.06; Pima County;3545;1767
04019003601;Census Tract 36.01; Pima County;4584;1351
04019003702;Census Tract 37.02; Pima County;7431;2526
04019003704;Census Tract 37.04; Pima County;5125;1654
04019003705;Census Tract 37.05; Pima County;5407;1939
04019003706;Census Tract 37.06; Pima County;6475;2405
04019003707;Census Tract 37.07; Pima County;3444;1306
04019003801;Census Tract 38.01; Pima County;2752;1331
04019003802;Census Tract 38.02; Pima County;5735;1902
04019003901;Census Tract 39.01; Pima County;2030;646
04019003902;Census Tract 39.02; Pima County;2721;892
04019003903;Census Tract 39.03; Pima County;3649;1061
04019004008;Census Tract 40.08; Pima County;4428;2114
04019004010;Census Tract 40.10; Pima County;2942;1486
04019004026;Census Tract 40.26; Pima County;5953;2380
04019004029;Census Tract 40.29; Pima County;4779;1812
04019004030;Census Tract 40.30; Pima County;1751;757
04019004031;Census Tract 40.31; Pima County;3809;2399
04019004032;Census Tract 40.32; Pima County;3748;2068
04019004033;Census Tract 40.33; Pima County;4164;1939
04019004034;Census Tract 40.34; Pima County;3291;1375
04019004035;Census Tract 40.35; Pima County;4207;1782
04019004036;Census Tract 40.36; Pima County;3298;1214
04019004037;Census Tract 40.37; Pima County;2468;1226
04019004038;Census Tract 40.38; Pima County;3085;1087
04019004039;Census Tract 40.39; Pima County;2350;1937
04019004042;Census Tract 40.42; Pima County;5395;2511
04019004043;Census Tract 40.43; Pima County;3979;1585
04019004044;Census Tract 40.44; Pima County;3782;1683
04019004046;Census Tract 40.46; Pima County;4734;2316
04019004047;Census Tract 40.47; Pima County;2790;1272
04019004048;Census Tract 40.48; Pima County;4050;1904
04019004049;Census Tract 40.49; Pima County;3066;1550
04019004050;Census Tract 40.50; Pima County;1779;749
04019004051;Census Tract 40.51; Pima County;4987;2287
04019004052;Census Tract 40.52; Pima County;1744;1249
04019004053;Census Tract 40.53; Pima County;3058;1328
04019004054;Census Tract 40.54; Pima County;1409;602
04019004055;Census Tract 40.55; Pima County;3512;1705
04019004056;Census Tract 40.56; Pima County;2029;941
04019004057;Census Tract 40.57; Pima County;4225;1752
04019004058;Census Tract 40.58; Pima County;4504;2089
04019004061;Census Tract 40.61; Pima County;4807;2044
04019004062;Census Tract 40.62; Pima County;8060;2594
04019004063;Census Tract 40.63; Pima County;7258;2474
04019004065;Census Tract 40.65; Pima County;4066;1415
04019004066;Census Tract 40.66; Pima County;2574;968
04019004067;Census Tract 40.67; Pima County;2871;1927
04019004068;Census Tract 40.68; Pima County;4020;2506
04019004069;Census Tract 40.69; Pima County;3613;1844
04019004070;Census Tract 40.70; Pima County;2846;1555
04019004071;Census Tract 40.71; Pima County;3901;2694
04019004072;Census Tract 40.72; Pima County;2748;1227
04019004073;Census Tract 40.73; Pima County;5364;1813
04019004074;Census Tract 40.74; Pima County;1760;690
04019004075;Census Tract 40.75; Pima County;1839;1336
04019004076;Census Tract 40.76; Pima County;5124;2171
04019004077;Census Tract 40.77; Pima County;3392;1257
04019004078;Census Tract 40.78; Pima County;3636;1596
04019004079;Census Tract 40.79; Pima County;2717;1324
04019004080;Census Tract 40.80; Pima County;4113;1684
04019004081;Census Tract 40.81; Pima County;4994;1942
04019004082;Census Tract 40.82; Pima County;4715;1794
04019004109;Census Tract 41.09; Pima County;5171;2152
04019004110;Census Tract 41.10; Pima County;2632;937
04019004112;Census Tract 41.12; Pima County;3295;1008
04019004114;Census Tract 41.14; Pima County;4912;1710
04019004115;Census Tract 41.15; Pima County;7897;2817
04019004116;Census Tract 41.16; Pima County;2634;874
04019004117;Census Tract 41.17; Pima County;5762;2096
04019004118;Census Tract 41.18; Pima County;5970;1860
04019004122;Census Tract 41.22; Pima County;3990;1290
04019004126;Census Tract 41.26; Pima County;6846;2037
04019004127;Census Tract 41.27; Pima County;6193;2212
04019004128;Census Tract 41.28; Pima County;4788;1758
04019004129;Census Tract 41.29; Pima County;3432;1875
04019004130;Census Tract 41.30; Pima County;1736;1296
04019004131;Census Tract 41.31; Pima County;8587;2009
04019004132;Census Tract 41.32; Pima County;4558;1617
04019004133;Census Tract 41.33; Pima County;2150;1880
04019004307;Census Tract 43.07; Pima County;3092;2389
04019004310;Census Tract 43.10; Pima County;2719;1058
04019004311;Census Tract 43.11; Pima County;4205;1655
04019004312;Census Tract 43.12; Pima County;6232;2279
04019004313;Census Tract 43.13; Pima County;4509;2063
04019004316;Census Tract 43.16; Pima County;2771;1429
04019004317;Census Tract 43.17; Pima County;2718;2423
04019004320;Census Tract 43.20; Pima County;3211;1147
04019004321;Census Tract 43.21; Pima County;5298;1635
04019004322;Census Tract 43.22; Pima County;6961;2184
04019004323;Census Tract 43.23; Pima County;3831;1172
04019004324;Census Tract 43.24; Pima County;2657;2234
04019004325;Census Tract 43.25; Pima County;1574;1073
04019004326;Census Tract 43.26; Pima County;3634;1189
04019004327;Census Tract 43.27; Pima County;5241;2436
04019004328;Census Tract 43.28; Pima County;3326;2768
04019004330;Census Tract 43.30; Pima County;1683;1661
04019004332;Census Tract 43.32; Pima County;2027;1423
04019004333;Census Tract 43.33; Pima County;3335;1260
04019004335;Census Tract 43.35; Pima County;8890;2569
04019004336;Census Tract 43.36; Pima County;3702;1192
04019004337;Census Tract 43.37; Pima County;2180;1589
04019004338;Census Tract 43.38; Pima County;1083;830
04019004339;Census Tract 43.39; Pima County;7375;2205
04019004340;Census Tract 43.40; Pima County;4864;1935
04019004404;Census Tract 44.04; Pima County;3466;2721
04019004407;Census Tract 44.07; Pima County;5781;2434
04019004412;Census Tract 44.12; Pima County;3602;1491
04019004413;Census Tract 44.13; Pima County;3332;1592
04019004414;Census Tract 44.14; Pima County;3146;1272
04019004415;Census Tract 44.15; Pima County;1452;754
04019004418;Census Tract 44.18; Pima County;3752;1572
04019004419;Census Tract 44.19; Pima County;6196;2526
04019004422;Census Tract 44.22; Pima County;5816;2784
04019004423;Census Tract 44.23; Pima County;4163;1761
04019004424;Census Tract 44.24; Pima County;3663;1554
04019004425;Census Tract 44.25; Pima County;5500;2504
04019004426;Census Tract 44.26; Pima County;2697;1159
04019004428;Census Tract 44.28; Pima County;3623;1694
04019004430;Census Tract 44.30; Pima County;3657;953
04019004431;Census Tract 44.31; Pima County;6732;2256
04019004432;Census Tract 44.32; Pima County;2989;1883
04019004433;Census Tract 44.33; Pima County;3582;1513
04019004434;Census Tract 44.34; Pima County;3238;1237
04019004435;Census Tract 44.35; Pima County;3878;1723
04019004436;Census Tract 44.36; Pima County;4226;1989
04019004437;Census Tract 44.37; Pima County;3452;1285
04019004438;Census Tract 44.38; Pima County;3556;1390
04019004439;Census Tract 44.39; Pima County;3118;1100
04019004440;Census Tract 44.40; Pima County;4942;1692
04019004505;Census Tract 45.05; Pima County;4119;1993
04019004506;Census Tract 45.06; Pima County;5896;2324
04019004508;Census Tract 45.08; Pima County;4899;2386
04019004510;Census Tract 45.10; Pima County;3625;1860
04019004511;Census Tract 45.11; Pima County;4314;2304
04019004512;Census Tract 45.12; Pima County;4159;1986
04019004513;Census Tract 45.13; Pima County;3120;1509
04019004514;Census Tract 45.14; Pima County;3318;1522
04019004515;Census Tract 45.15; Pima County;3585;1614
04019004610;Census Tract 46.10; Pima County;7090;2685
04019004613;Census Tract 46.13; Pima County;4180;1879
04019004614;Census Tract 46.14; Pima County;3497;1542
04019004615;Census Tract 46.15; Pima County;2785;1205
04019004616;Census Tract 46.16; Pima County;4392;2198
04019004617;Census Tract 46.17; Pima County;2270;1409
04019004618;Census Tract 46.18; Pima County;3331;1636
04019004619;Census Tract 46.19; Pima County;4140;2059
04019004620;Census Tract 46.20; Pima County;1822;998
04019004621;Census Tract 46.21; Pima County;2472;1411
04019004622;Census Tract 46.22; Pima County;3186;1673
04019004623;Census Tract 46.23; Pima County;6203;2924
04019004624;Census Tract 46.24; Pima County;5421;2362
04019004625;Census Tract 46.25; Pima County;1961;1168
04019004626;Census Tract 46.26; Pima County;3485;1952
04019004627;Census Tract 46.27; Pima County;2519;1199
04019004628;Census Tract 46.28; Pima County;1146;508
04019004630;Census Tract 46.30; Pima County;1973;939
04019004631;Census Tract 46.31; Pima County;3832;1556
04019004632;Census Tract 46.32; Pima County;2773;1092
04019004633;Census Tract 46.33; Pima County;3084;1394
04019004634;Census Tract 46.34; Pima County;1668;645
04019004635;Census Tract 46.35; Pima County;5185;2528
04019004636;Census Tract 46.36; Pima County;7519;2787
04019004639;Census Tract 46.39; Pima County;4831;1834
04019004640;Census Tract 46.40; Pima County;6601;3187
04019004641;Census Tract 46.41; Pima County;3840;1662
04019004642;Census Tract 46.42; Pima County;4163;2275
04019004643;Census Tract 46.43; Pima County;3700;2646
04019004644;Census Tract 46.44; Pima County;2829;993
04019004645;Census Tract 46.45; Pima County;4905;2015
04019004646;Census Tract 46.46; Pima County;4561;1901
04019004647;Census Tract 46.47; Pima County;4042;1410
04019004648;Census Tract 46.48; Pima County;6518;2794
04019004649;Census Tract 46.49; Pima County;1972;1104
04019004650;Census Tract 46.50; Pima County;5855;3084
04019004710;Census Tract 47.10; Pima County;3931;2444
04019004711;Census Tract 47.11; Pima County;3999;2405
04019004712;Census Tract 47.12; Pima County;3364;1791
04019004713;Census Tract 47.13; Pima County;4350;2174
04019004714;Census Tract 47.14; Pima County;5791;3033
04019004715;Census Tract 47.15; Pima County;3970;1905
04019004717;Census Tract 47.17; Pima County;2108;1332
04019004718;Census Tract 47.18; Pima County;2152;1150
04019004720;Census Tract 47.20; Pima County;1238;734
04019004721;Census Tract 47.21; Pima County;3674;2314
04019004722;Census Tract 47.22; Pima County;2653;1429
04019004723;Census Tract 47.23; Pima County;4558;2734
04019004724;Census Tract 47.24; Pima County;2280;1163
04019004725;Census Tract 47.25; Pima County;3129;1949
04019004726;Census Tract 47.26; Pima County;3952;1970
04019004727;Census Tract 47.27; Pima County;2502;1263
04019004728;Census Tract 47.28; Pima County;3584;2301
04019004729;Census Tract 47.29; Pima County;2602;1749
04019004730;Census Tract 47.30; Pima County;2799;1415
04019005200;Census Tract 52; Pima County;3104;2175
04019005300;Census Tract 53; Pima County;3834;1702
04019005400;Census Tract 54; Pima County;3412;2094
04019940800;Census Tract 9408; Pima County;4682;1657
04019940900;Census Tract 9409; Pima County;2278;966
04019941000;Census Tract 9410; Pima County;3959;1071
04019941100;Census Tract 9411; Pima County;2679;925
04019980001;Census Tract 9800.01; Pima County;0;0
04019980002;Census Tract 9800.02; Pima County;30;15
04019980100;Census Tract 9801; Pima County;413;0
04019980200;Census Tract 9802; Pima County;5559;0
04019980300;Census Tract 9803; Pima County;9;0
04019980400;Census Tract 9804; Pima County;1870;0
04021000201;Census Tract 2.01; Pinal County;5903;3523
04021000204;Census Tract 2.04; Pinal County;12884;4296
04021000206;Census Tract 2.06; Pinal County;7534;3272
04021000208;Census Tract 2.08; Pinal County;3404;1322
04021000211;Census Tract 2.11; Pinal County;3889;1732
04021000212;Census Tract 2.12; Pinal County;7216;2685
04021000215;Census Tract 2.15; Pinal County;2512;1056
04021000216;Census Tract 2.16; Pinal County;4684;1448
04021000217;Census Tract 2.17; Pinal County;6021;2155
04021000218;Census Tract 2.18; Pinal County;6987;2122
04021000219;Census Tract 2.19; Pinal County;4362;1390
04021000220;Census Tract 2.20; Pinal County;3629;1472
04021000221;Census Tract 2.21; Pinal County;5512;1834
04021000222;Census Tract 2.22; Pinal County;6050;2109
04021000223;Census Tract 2.23; Pinal County;5019;1652
04021000224;Census Tract 2.24; Pinal County;7170;2424
04021000225;Census Tract 2.25; Pinal County;2682;898
04021000226;Census Tract 2.26; Pinal County;6940;2367
04021000227;Census Tract 2.27; Pinal County;4824;2163
04021000228;Census Tract 2.28; Pinal County;2152;747
04021000229;Census Tract 2.29; Pinal County;5005;2725
04021000307;Census Tract 3.07; Pinal County;2587;1072
04021000309;Census Tract 3.09; Pinal County;3003;2113
04021000310;Census Tract 3.10; Pinal County;2759;1697
04021000311;Census Tract 3.11; Pinal County;3545;1445
04021000312;Census Tract 3.12; Pinal County;4019;2331
04021000313;Census Tract 3.13; Pinal County;3841;2261
04021000315;Census Tract 3.15; Pinal County;4907;2455
04021000316;Census Tract 3.16; Pinal County;6895;4606
04021000317;Census Tract 3.17; Pinal County;2382;1747
04021000319;Census Tract 3.19; Pinal County;1661;1373
04021000320;Census Tract 3.20; Pinal County;1962;1232
04021000321;Census Tract 3.21; Pinal County;2867;1690
04021000322;Census Tract 3.22; Pinal County;2814;1169
04021000323;Census Tract 3.23; Pinal County;3117;1749
04021000324;Census Tract 3.24; Pinal County;5209;3020
04021000325;Census Tract 3.25; Pinal County;2873;1644
04021000400;Census Tract 4; Pinal County;2679;1517
04021000603;Census Tract 6.03; Pinal County;5778;3230
04021000604;Census Tract 6.04; Pinal County;4100;2733
04021000700;Census Tract 7; Pinal County;3489;1694
04021000802;Census Tract 8.02; Pinal County;5728;2650
04021000804;Census Tract 8.04; Pinal County;2214;1852
04021000805;Census Tract 8.05; Pinal County;6275;2840
04021000806;Census Tract 8.06; Pinal County;7057;2277
04021000807;Census Tract 8.07; Pinal County;3368;64
04021000808;Census Tract 8.08; Pinal County;6352;302
04021000902;Census Tract 9.02; Pinal County;2877;1214
04021000903;Census Tract 9.03; Pinal County;4244;0
04021000904;Census Tract 9.04; Pinal County;1106;487
04021001000;Census Tract 10; Pinal County;4828;1695
04021001100;Census Tract 11; Pinal County;8361;2766
04021001200;Census Tract 12; Pinal County;4407;1926
04021001303;Census Tract 13.03; Pinal County;1533;624
04021001305;Census Tract 13.05; Pinal County;6526;2491
04021001306;Census Tract 13.06; Pinal County;5455;2311
04021001307;Census Tract 13.07; Pinal County;4382;2355
04021001308;Census Tract 13.08; Pinal County;2244;745
04021001309;Census Tract 13.09; Pinal County;5468;2068
04021001310;Census Tract 13.10; Pinal County;4069;1585
04021001403;Census Tract 14.03; Pinal County;5369;2045
04021001404;Census Tract 14.04; Pinal County;3453;1215
04021001405;Census Tract 14.05; Pinal County;4449;2283
04021001406;Census Tract 14.06; Pinal County;5286;1902
04021001407;Census Tract 14.07; Pinal County;2132;1188
04021001408;Census Tract 14.08; Pinal County;2194;1529
04021001500;Census Tract 15; Pinal County;4073;1491
04021001600;Census Tract 16; Pinal County;5590;2203
04021001701;Census Tract 17.01; Pinal County;1040;548
04021001704;Census Tract 17.04; Pinal County;6694;2443
04021001705;Census Tract 17.05; Pinal County;9227;3314
04021001706;Census Tract 17.06; Pinal County;5361;1959
04021001707;Census Tract 17.07; Pinal County;6654;2000
04021001709;Census Tract 17.09; Pinal County;5816;2218
04021001712;Census Tract 17.12; Pinal County;4621;1668
04021001713;Census Tract 17.13; Pinal County;2631;978
04021001714;Census Tract 17.14; Pinal County;4388;1252
04021001715;Census Tract 17.15; Pinal County;4689;1853
04021001716;Census Tract 17.16; Pinal County;4988;1816
04021001717;Census Tract 17.17; Pinal County;2021;1288
04021001900;Census Tract 19; Pinal County;2108;933
04021002001;Census Tract 20.01; Pinal County;3698;1824
04021002004;Census Tract 20.04; Pinal County;3441;1262
04021002005;Census Tract 20.05; Pinal County;7871;155
04021002104;Census Tract 21.04; Pinal County;3398;2045
04021002105;Census Tract 21.05; Pinal County;4953;2508
04021002106;Census Tract 21.06; Pinal County;1868;675
04021002107;Census Tract 21.07; Pinal County;4223;1547
04021002200;Census Tract 22; Pinal County;4613;2533
04021002300;Census Tract 23; Pinal County;2610;1214
04021002400;Census Tract 24; Pinal County;2031;923
04021941200;Census Tract 9412; Pinal County;6688;2040
04021941300;Census Tract 9413; Pinal County;2405;853
04021941401;Census Tract 9414.01; Pinal County;5988;2328
04021941402;Census Tract 9414.02; Pinal County;2694;929
